Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
HR Specialist,72048,23,Bachelor's,0.5,0.85,0.37,Medium,0.42,0.55,0.5,0.47,0.77,0.8,0.35,0.78,0.47,0.44
Mechanic,51139,20,Bachelor's,0.1,0.99,0.51,Medium,0.57,0.29,0.68,0.53,0.26,0.51,0.95,0.3,0.14,0.71
UX Researcher,99807,18,Master's,0.64,1.23,0.25,Low,0.3,0.95,0.65,0.26,0.7,0.78,0.21,0.35,0.71,0.53
Doctor,212906,11,PhD,0.74,1.29,0.1,Low,0.21,0.79,0.77,0.23,0.88,0.9,0.74,0.44,0.49,0.88
AI Engineer,147052,3,Master's,0.94,1.26,0.32,Medium,0.15,0.91,0.95,0.44,0.61,0.45,0.24,0.49,0.81,0.68
Customer Support,38870,17,Bachelor's,0.65,0.89,0.76,High,0.73,0.3,0.31,0.81,0.42,0.94,0.18,0.62,0.3,0.37
Truck Driver,57193,23,High School,0.27,0.76,0.94,High,0.84,0.22,0.38,0.85,0.24,0.26,0.69,0.33,0.12,0.69
Software Engineer,106392,6,Bachelor's,0.9,1.45,0.37,Medium,0.15,1.0,0.87,0.36,0.47,0.33,0.35,0.7,0.75,0.65
HR Specialist,69590,0,Bachelor's,0.53,1.14,0.48,Medium,0.76,0.72,0.69,0.46,0.64,0.77,0.31,0.6,0.29,0.65
Nurse,77066,17,Master's,0.28,1.16,0.25,Medium,0.43,0.52,0.59,0.54,0.64,0.76,0.67,0.46,0.37,0.86
Teacher,61779,13,Bachelor's,0.52,1.0,0.16,Medium,0.41,0.45,0.62,0.64,0.83,0.94,0.53,0.46,0.7,0.8
Marketing Manager,75867,27,Bachelor's,0.56,1.23,0.52,Medium,0.22,0.61,0.72,0.38,0.62,0.6,0.17,0.57,0.8,0.69
Chef,52986,31,Bachelor's,0.22,0.89,0.73,Medium,0.4,0.3,0.83,0.62,0.45,0.27,0.96,0.18,0.79,0.74
Software Engineer,126958,28,Bachelor's,0.91,1.33,0.52,Medium,0.35,0.87,0.88,0.21,0.59,0.38,0.36,0.48,0.87,0.83
Marketing Manager,104311,5,Master's,0.53,1.35,0.43,Medium,0.11,0.62,0.75,0.27,0.79,0.74,0.18,0.55,0.73,0.48
HR Specialist,64788,15,Bachelor's,0.61,1.04,0.38,Medium,0.5,0.7,0.85,0.28,0.78,0.6,0.38,0.75,0.3,0.68
Graphic Designer,50710,27,Bachelor's,0.68,1.47,0.51,Medium,0.14,0.83,0.62,0.47,0.58,0.54,0.71,0.24,0.76,0.53
Retail Worker,30999,12,Bachelor's,0.36,0.6,0.72,High,1.0,0.44,0.4,0.78,0.15,0.6,0.37,0.35,0.1,0.57
Chef,44680,18,High School,0.25,0.74,0.65,Medium,0.46,0.3,0.72,0.63,0.71,0.29,0.96,0.28,0.9,0.66
Chef,45858,27,Bachelor's,0.13,0.8,0.53,Medium,0.53,0.47,0.69,0.65,0.68,0.3,1.0,0.25,0.85,0.63
Research Scientist,129297,7,PhD,0.75,1.33,0.05,Low,0.28,0.95,1.0,0.27,0.6,0.33,0.65,0.49,0.93,0.83
Research Scientist,109370,20,Master's,0.68,1.38,0.06,Low,0.18,0.86,0.72,0.37,0.87,0.34,0.69,0.64,0.97,0.72
Truck Driver,52589,16,High School,0.3,0.9,0.95,High,0.82,0.32,0.26,0.76,0.12,0.3,0.57,0.25,0.05,0.49
UX Researcher,92090,28,Master's,0.63,1.08,0.13,Low,0.37,0.78,0.72,0.3,0.78,0.75,0.18,0.45,0.81,0.77
Mechanic,53673,9,High School,0.13,0.86,0.57,Medium,0.7,0.3,0.6,0.57,0.37,0.27,0.84,0.14,0.39,0.75
Mechanic,46763,27,High School,0.2,1.07,0.57,Medium,0.69,0.53,0.67,0.48,0.18,0.22,0.85,0.16,0.38,0.7
Construction Worker,44361,18,High School,0.1,0.52,0.95,High,0.65,0.19,0.4,0.8,0.12,0.19,0.88,0.16,0.03,0.89
Software Engineer,131737,24,PhD,0.67,1.33,0.47,Low,0.23,0.86,0.92,0.36,0.54,0.4,0.26,0.64,0.69,0.88
UX Researcher,97461,10,Master's,0.72,1.36,0.37,Low,0.26,0.71,0.75,0.3,0.73,0.94,0.26,0.41,0.69,0.73
Truck Driver,57955,4,High School,0.19,0.9,0.95,High,1.0,0.35,0.24,0.83,0.14,0.12,0.56,0.34,0.17,0.61
Security Guard,43579,26,Master's,0.03,0.8,0.78,High,0.85,0.1,0.29,0.78,0.21,0.49,0.5,0.51,0.12,0.57
Chef,50651,3,High School,0.19,0.91,0.56,Medium,0.51,0.41,0.69,0.6,0.6,0.53,0.79,0.38,0.68,0.73
Doctor,208785,16,PhD,0.46,1.3,0.05,Low,0.27,0.8,0.76,0.09,0.83,1.0,1.0,0.38,0.26,0.91
Security Guard,37620,22,Master's,0.0,0.77,0.79,High,0.84,0.26,0.31,0.82,0.11,0.59,0.65,0.57,0.11,0.53
Security Guard,40548,14,Master's,0.2,0.74,0.67,High,0.8,0.46,0.49,0.82,0.29,0.45,0.54,0.6,0.15,0.69
HR Specialist,61906,25,Bachelor's,0.51,1.05,0.42,Medium,0.42,0.57,0.55,0.43,0.54,0.71,0.11,0.65,0.56,0.58
Security Guard,44162,25,Master's,0.05,0.67,0.74,High,0.82,0.33,0.56,0.74,0.18,0.39,0.61,0.63,0.15,0.72
Lawyer,116325,0,Master's,0.57,0.95,0.34,Medium,0.32,0.58,1.0,0.45,0.73,0.8,0.18,0.67,0.59,0.79
Software Engineer,119783,4,Bachelor's,0.71,1.46,0.34,Medium,0.34,0.97,0.82,0.34,0.63,0.3,0.34,0.52,0.8,0.8
Teacher,56895,11,Bachelor's,0.27,0.96,0.41,Medium,0.26,0.82,0.71,0.57,0.77,1.0,0.2,0.42,0.64,0.76
Retail Worker,33925,23,High School,0.29,0.86,0.82,High,0.85,0.52,0.26,0.79,0.12,0.42,0.48,0.5,0.2,0.4
Mechanic,57351,5,High School,0.06,1.04,0.58,Medium,0.58,0.51,0.7,0.6,0.32,0.28,0.96,0.07,0.21,0.6
Teacher,64890,2,Bachelor's,0.27,0.95,0.18,Medium,0.28,0.56,0.6,0.41,0.8,0.98,0.28,0.35,0.54,0.77
Software Engineer,103925,15,Bachelor's,0.87,1.33,0.66,Medium,0.16,0.8,0.99,0.33,0.66,0.37,0.26,0.56,0.67,0.63
Data Scientist,113743,4,Bachelor's,0.71,1.46,0.1,Medium,0.33,0.9,0.85,0.43,0.79,0.52,0.26,0.88,0.79,0.78
Teacher,71683,20,Master's,0.39,1.04,0.09,Low,0.24,0.64,0.66,0.4,0.67,1.0,0.12,0.27,0.58,0.84
Lawyer,129948,7,PhD,0.85,1.14,0.27,Low,0.16,0.59,1.0,0.41,0.89,0.64,0.12,0.78,0.54,0.68
Software Engineer,121256,10,Master's,0.84,1.34,0.53,Medium,0.22,1.0,0.81,0.39,0.45,0.4,0.33,0.39,0.55,0.71
Chef,49340,13,Master's,0.3,0.94,0.66,Medium,0.43,0.4,0.54,0.66,0.46,0.36,0.79,0.39,0.67,0.79
Chef,55689,5,Bachelor's,0.05,1.05,0.59,Medium,0.33,0.46,0.74,0.61,0.75,0.41,0.92,0.21,0.86,0.75
Retail Worker,32690,26,Bachelor's,0.4,0.87,0.9,High,0.78,0.48,0.33,0.79,0.06,0.75,0.33,0.6,0.22,0.37
UX Researcher,96139,23,Bachelor's,0.6,1.11,0.52,Medium,0.33,0.83,0.93,0.28,0.67,0.62,0.25,0.37,0.76,0.75
Nurse,81144,2,Master's,0.25,0.99,0.2,Low,0.34,0.69,0.61,0.49,0.73,1.0,0.77,0.29,0.36,0.79
Nurse,69382,10,Bachelor's,0.4,1.05,0.26,Medium,0.3,0.54,0.84,0.29,0.65,0.92,0.76,0.56,0.46,0.77
HR Specialist,69500,24,Bachelor's,0.59,1.0,0.37,Medium,0.38,0.66,0.69,0.49,0.67,0.58,0.12,0.59,0.47,0.58
Data Scientist,105273,14,Master's,0.8,1.35,0.13,Medium,0.27,0.9,0.81,0.46,0.73,0.56,0.27,0.8,0.76,0.63
Software Engineer,118888,28,PhD,0.83,1.48,0.38,Low,0.21,0.84,0.95,0.22,0.48,0.24,0.35,0.45,0.61,0.82
Software Engineer,106406,16,Bachelor's,0.57,1.34,0.49,Medium,0.42,0.94,0.93,0.25,0.42,0.36,0.15,0.63,0.7,0.61
Mechanic,43925,0,High School,0.06,0.97,0.56,Medium,0.76,0.46,0.77,0.55,0.3,0.46,0.92,0.36,0.28,0.65
Research Scientist,118197,1,Master's,0.6,1.23,0.05,Low,0.26,0.77,0.99,0.17,0.76,0.34,0.75,0.69,0.82,0.58
Data Scientist,126812,20,Master's,0.94,1.48,0.36,Medium,0.21,0.83,0.71,0.41,0.61,0.29,0.35,0.73,0.63,0.62
Marketing Manager,107350,7,Master's,0.79,1.35,0.49,Medium,0.1,0.56,0.66,0.49,0.83,0.71,0.0,0.63,0.82,0.69
Research Scientist,102199,21,PhD,0.53,1.44,0.23,Low,0.31,1.0,1.0,0.28,0.6,0.5,0.56,0.79,0.8,0.59
Graphic Designer,60559,0,Bachelor's,0.74,1.17,0.38,Medium,0.08,0.67,0.61,0.3,0.28,0.56,0.46,0.26,0.89,0.56
Doctor,197722,7,PhD,0.52,1.37,0.05,Low,0.07,0.67,0.86,0.23,0.82,0.98,0.85,0.21,0.6,0.81
Truck Driver,55563,27,Bachelor's,0.3,0.75,0.86,High,0.69,0.3,0.43,0.85,0.15,0.16,0.74,0.3,0.0,0.4
Doctor,241691,3,PhD,0.38,1.12,0.16,Low,0.17,0.72,0.95,0.21,0.72,0.86,0.97,0.29,0.45,0.96
Data Scientist,121543,12,PhD,0.88,1.42,0.25,Low,0.39,0.88,0.86,0.17,0.65,0.53,0.46,0.84,0.59,0.61
Customer Support,35310,10,Master's,0.49,0.91,0.66,Medium,0.51,0.52,0.64,0.93,0.41,0.82,0.24,0.36,0.28,0.44
Teacher,66960,21,Bachelor's,0.42,0.97,0.17,Medium,0.23,0.57,0.56,0.43,0.7,0.84,0.31,0.25,0.58,0.69
Chef,53092,14,High School,0.22,0.94,0.72,Medium,0.44,0.31,0.54,0.52,0.66,0.26,1.0,0.32,0.75,0.72
Mechanic,54390,10,High School,0.17,0.95,0.78,High,0.62,0.26,0.5,0.55,0.29,0.41,0.84,0.33,0.15,0.59
UX Researcher,90120,21,Master's,0.76,1.32,0.24,Medium,0.25,0.68,0.68,0.31,0.49,0.79,0.23,0.41,0.59,0.71
Lawyer,113063,17,PhD,0.63,1.08,0.29,Low,0.18,0.58,0.85,0.38,0.79,0.72,0.13,0.82,0.32,0.78
Marketing Manager,93091,29,Bachelor's,0.81,1.23,0.39,Medium,0.38,0.75,0.6,0.32,0.7,0.76,0.13,0.53,0.83,0.94
HR Specialist,70365,4,Bachelor's,0.61,1.02,0.4,Medium,0.43,0.52,0.45,0.47,0.69,0.58,0.13,0.73,0.35,0.7
Truck Driver,48328,13,High School,0.22,0.69,0.79,High,0.64,0.37,0.49,1.0,0.04,0.23,0.53,0.16,0.06,0.41
Chef,48338,25,Bachelor's,0.04,0.92,0.69,Medium,0.59,0.35,0.58,0.53,0.56,0.39,1.0,0.27,0.81,0.77
Security Guard,40557,15,Master's,0.18,0.81,0.95,High,0.62,0.43,0.36,0.96,0.22,0.6,0.56,0.36,0.04,0.58
Truck Driver,53990,18,High School,0.21,0.79,0.95,High,0.71,0.26,0.26,0.9,0.22,0.1,0.79,0.31,0.02,0.34
Security Guard,39018,5,PhD,0.03,0.58,0.77,High,0.81,0.27,0.48,0.79,0.08,0.57,0.54,0.47,0.12,0.65
Chef,51260,19,High School,0.15,0.9,0.51,Medium,0.36,0.32,0.65,0.65,0.53,0.34,1.0,0.32,0.47,0.92
Chef,55360,31,High School,0.24,0.84,0.72,Medium,0.49,0.23,0.6,0.51,0.53,0.29,0.76,0.1,0.83,0.81
Teacher,71980,20,Bachelor's,0.28,0.99,0.17,Medium,0.36,0.59,0.47,0.55,0.6,0.96,0.18,0.33,0.56,0.87
Data Scientist,115148,7,Master's,0.82,1.49,0.33,Medium,0.32,0.9,1.0,0.12,0.5,0.29,0.02,0.73,0.67,0.64
Teacher,55968,10,Bachelor's,0.39,1.07,0.28,Medium,0.27,0.43,0.52,0.45,0.76,0.73,0.25,0.51,0.56,0.59
Truck Driver,49433,17,High School,0.23,0.84,0.95,High,0.93,0.37,0.49,0.73,0.35,0.12,0.55,0.23,0.19,0.48
Lawyer,135037,28,PhD,0.54,1.06,0.34,Low,0.35,0.61,0.89,0.31,0.98,0.55,0.24,0.74,0.62,0.94
Data Scientist,123500,13,PhD,0.77,1.37,0.34,Medium,0.29,0.95,1.0,0.29,0.49,0.36,0.07,0.84,0.71,0.69
Truck Driver,46099,5,Bachelor's,0.24,0.85,0.82,High,0.64,0.4,0.22,0.75,0.18,0.23,0.64,0.29,0.28,0.51
HR Specialist,70897,9,Master's,0.36,1.08,0.33,Medium,0.5,0.68,0.47,0.48,0.91,0.75,0.13,0.72,0.35,0.52
Doctor,194879,8,PhD,0.42,1.11,0.22,Low,0.15,0.84,0.89,0.07,0.65,1.0,0.88,0.44,0.42,0.93
Retail Worker,34729,6,Master's,0.32,0.83,0.87,High,0.95,0.33,0.35,0.66,0.4,0.63,0.36,0.47,0.15,0.45
UX Researcher,87459,1,Bachelor's,0.7,1.3,0.18,Medium,0.0,0.79,0.79,0.35,0.55,0.72,0.3,0.34,0.81,0.51
Construction Worker,52650,5,Bachelor's,0.0,0.59,0.84,High,0.81,0.27,0.41,0.77,0.21,0.2,0.6,0.13,0.12,0.91
Nurse,85909,16,Bachelor's,0.45,1.05,0.18,Medium,0.4,0.53,0.88,0.46,0.23,0.85,0.66,0.42,0.29,0.84
Data Scientist,120688,12,Master's,0.93,1.33,0.33,Medium,0.33,1.0,0.96,0.36,0.62,0.53,0.17,0.77,0.41,0.81
Teacher,59349,4,Master's,0.33,1.11,0.26,Medium,0.29,0.89,0.56,0.51,0.75,0.79,0.34,0.4,0.57,0.92
Teacher,63785,2,Bachelor's,0.26,0.97,0.05,Medium,0.21,0.63,0.75,0.43,0.67,1.0,0.35,0.35,0.68,0.74
Lawyer,130388,2,PhD,0.79,1.3,0.08,Low,0.14,0.74,0.79,0.65,0.75,0.91,0.06,0.8,0.55,0.88
Nurse,83586,6,Bachelor's,0.26,1.12,0.2,Medium,0.5,0.55,0.57,0.39,0.62,0.85,0.83,0.53,0.21,0.84
Research Scientist,130811,24,PhD,0.56,1.13,0.13,Low,0.17,0.83,0.98,0.22,0.65,0.41,0.84,0.62,0.85,0.67
Customer Support,42049,0,Bachelor's,0.69,1.18,0.83,High,0.69,0.5,0.43,0.77,0.43,0.76,0.03,0.87,0.17,0.63
Lawyer,145805,23,PhD,0.57,1.1,0.36,Low,0.44,0.69,0.88,0.43,0.67,0.9,0.11,0.67,0.51,0.79
Research Scientist,100449,22,PhD,0.53,1.38,0.17,Low,0.13,1.0,1.0,0.33,0.66,0.51,0.65,0.76,0.81,0.82
Construction Worker,42540,25,High School,0.22,0.78,0.83,High,0.69,0.21,0.62,0.92,0.36,0.39,0.86,0.05,0.23,0.71
AI Engineer,152914,4,Master's,0.84,1.37,0.22,Low,0.24,0.94,0.7,0.2,0.64,0.29,0.24,0.37,0.72,0.9
Retail Worker,36644,2,High School,0.26,0.77,0.91,High,0.8,0.43,0.25,0.8,0.0,0.68,0.58,0.39,0.11,0.54
HR Specialist,71787,28,Bachelor's,0.64,0.88,0.38,Medium,0.55,0.6,0.48,0.48,0.6,0.73,0.17,0.61,0.32,0.61
Teacher,52911,28,PhD,0.36,1.03,0.05,Low,0.32,0.46,0.64,0.46,0.77,0.98,0.25,0.46,0.52,0.93
Teacher,64345,11,Bachelor's,0.25,0.99,0.28,Medium,0.22,0.64,0.58,0.4,0.79,0.84,0.13,0.11,0.51,0.94
Mechanic,51749,18,Bachelor's,0.21,0.97,0.62,Medium,0.73,0.33,0.66,0.55,0.17,0.31,1.0,0.25,0.33,0.57
Graphic Designer,63289,8,Bachelor's,0.83,1.35,0.42,Medium,0.21,0.57,0.68,0.33,0.27,0.76,0.42,0.25,0.96,0.48
Nurse,71059,12,Master's,0.49,1.15,0.45,Medium,0.4,0.44,0.42,0.29,0.54,0.96,0.81,0.51,0.2,0.75
Mechanic,43295,21,Bachelor's,0.12,0.89,0.5,Medium,0.51,0.28,0.64,0.61,0.24,0.37,0.97,0.15,0.17,0.76
Graphic Designer,61320,8,Bachelor's,0.6,1.24,0.52,Medium,0.23,0.83,0.66,0.35,0.4,0.84,0.47,0.14,1.0,0.61
UX Researcher,89496,10,Bachelor's,0.75,1.25,0.28,Low,0.28,0.82,0.94,0.2,0.73,0.92,0.18,0.56,0.8,0.64
AI Engineer,171911,7,Bachelor's,0.88,1.4,0.13,Low,0.01,0.8,0.97,0.28,0.58,0.38,0.29,0.52,0.73,0.84
AI Engineer,165204,20,Master's,0.89,1.5,0.27,Low,0.25,0.97,0.99,0.06,0.55,0.11,0.27,0.48,0.84,0.65
Lawyer,118365,6,PhD,0.76,1.26,0.2,Medium,0.44,0.48,0.98,0.41,0.78,0.67,0.14,0.83,0.5,0.67
Financial Analyst,82348,30,Bachelor's,0.68,1.11,0.63,Medium,0.46,0.81,0.79,0.54,0.55,0.4,0.29,0.76,0.45,0.45
Lawyer,101549,6,PhD,0.65,1.22,0.45,Medium,0.27,0.8,0.88,0.48,0.87,0.58,0.02,0.78,0.39,0.63
Data Scientist,131469,15,Master's,0.84,1.43,0.3,Medium,0.4,0.8,0.82,0.5,0.43,0.27,0.15,0.78,0.51,0.58
Graphic Designer,59487,11,Bachelor's,0.67,1.16,0.49,Medium,0.35,0.83,0.66,0.29,0.43,0.69,0.5,0.23,0.97,0.75
UX Researcher,99063,28,Master's,0.88,1.1,0.32,Low,0.39,0.81,0.91,0.03,0.76,0.73,0.28,0.54,0.78,0.72
Lawyer,114941,12,PhD,0.77,1.07,0.34,Low,0.46,0.56,0.79,0.58,0.85,0.89,0.29,0.57,0.56,0.7
Chef,47454,22,High School,0.05,1.03,0.71,Medium,0.5,0.29,0.54,0.52,0.82,0.42,0.88,0.38,0.76,0.79
Data Scientist,128772,24,Master's,0.79,1.31,0.38,Medium,0.4,0.86,0.83,0.07,0.51,0.31,0.22,0.74,0.82,0.59
Marketing Manager,73074,29,Bachelor's,0.59,1.2,0.39,Medium,0.44,0.72,0.78,0.47,0.58,0.7,0.17,0.39,0.85,0.87
Security Guard,40100,10,Master's,0.25,0.76,0.74,High,0.53,0.25,0.28,0.81,0.17,0.34,0.57,0.66,0.37,0.53
HR Specialist,69252,17,Bachelor's,0.33,1.0,0.43,Medium,0.22,0.66,0.76,0.58,0.86,0.78,0.14,0.71,0.37,0.67
Truck Driver,61281,2,High School,0.19,0.98,0.89,High,0.9,0.4,0.45,0.92,0.28,0.0,0.62,0.31,0.12,0.49
HR Specialist,64994,22,Master's,0.27,0.96,0.45,Medium,0.44,0.54,0.71,0.55,0.72,0.73,0.28,0.72,0.32,0.59
Marketing Manager,89047,7,Bachelor's,0.74,1.28,0.37,Medium,0.36,0.76,0.75,0.41,0.9,0.82,0.27,0.44,0.69,0.65
Retail Worker,37763,1,Bachelor's,0.1,0.81,0.77,High,1.0,0.43,0.51,0.79,0.17,0.59,0.39,0.42,0.09,0.55
Chef,54527,20,Bachelor's,0.22,0.95,0.72,Medium,0.61,0.54,0.66,0.56,0.52,0.51,0.98,0.11,0.71,0.9
UX Researcher,86892,3,PhD,0.6,1.07,0.24,Low,0.24,0.88,0.71,0.11,0.51,0.87,0.51,0.46,1.0,0.78
Retail Worker,31439,24,High School,0.23,0.72,0.94,High,0.66,0.42,0.39,0.56,0.26,0.72,0.44,0.49,0.18,0.48
Retail Worker,31401,24,High School,0.31,1.0,0.8,High,0.68,0.33,0.26,0.81,0.14,0.51,0.48,0.54,0.15,0.55
Research Scientist,93641,14,Master's,0.48,1.22,0.2,Low,0.15,0.91,1.0,0.24,0.58,0.39,0.56,0.57,0.77,0.45
Mechanic,56603,0,Bachelor's,0.09,0.96,0.56,Medium,0.65,0.38,0.82,0.62,0.37,0.52,0.89,0.2,0.14,0.82
Retail Worker,33323,3,High School,0.21,0.94,0.74,High,0.79,0.3,0.37,0.58,0.16,0.69,0.36,0.43,0.16,0.3
Security Guard,48149,24,Master's,0.02,0.69,0.75,High,0.87,0.29,0.37,0.77,0.2,0.47,0.49,0.36,0.16,0.65
Teacher,63962,25,High School,0.62,1.11,0.14,Medium,0.32,0.71,0.6,0.61,0.84,0.96,0.23,0.39,0.72,0.65
Research Scientist,117273,28,Master's,0.55,1.1,0.11,Low,0.16,0.87,0.81,0.39,0.74,0.33,0.76,0.58,0.71,0.63
Doctor,210055,25,PhD,0.43,1.21,0.05,Low,0.24,0.79,0.85,0.25,0.96,0.77,0.94,0.48,0.49,1.0
Nurse,71709,22,Master's,0.4,1.27,0.21,Medium,0.62,0.63,0.68,0.5,0.68,0.65,0.8,0.46,0.34,0.78
Construction Worker,46647,15,High School,0.02,0.7,0.79,High,0.69,0.11,0.57,0.87,0.12,0.16,0.8,0.1,0.32,0.68
UX Researcher,98059,16,Bachelor's,0.92,1.17,0.18,Medium,0.15,0.59,0.94,0.33,0.55,0.67,0.18,0.54,0.69,0.71
Retail Worker,32822,22,High School,0.3,0.82,0.86,High,1.0,0.37,0.2,0.84,0.08,0.77,0.54,0.48,0.11,0.46
Security Guard,42038,8,Master's,0.18,0.9,0.74,High,0.77,0.34,0.5,0.7,0.3,0.46,0.45,0.39,0.11,0.49
Software Engineer,123025,12,Bachelor's,0.73,1.21,0.47,Medium,0.4,0.79,0.95,0.29,0.44,0.39,0.41,0.48,0.66,0.62
Financial Analyst,92808,24,Bachelor's,0.61,1.29,0.45,Medium,0.5,0.73,0.52,0.49,0.76,0.42,0.22,0.87,0.39,0.46
AI Engineer,144053,11,PhD,1.0,1.36,0.3,Medium,0.25,0.91,0.78,0.23,0.35,0.34,0.06,0.49,0.68,0.8
Software Engineer,114751,0,Bachelor's,0.89,1.45,0.29,Medium,0.36,1.0,0.75,0.4,0.51,0.35,0.38,0.58,0.77,0.6
Teacher,70492,21,Bachelor's,0.45,1.01,0.05,Medium,0.24,0.69,0.75,0.5,0.42,0.88,0.3,0.38,0.63,0.75
Nurse,81184,21,Master's,0.56,1.07,0.35,Medium,0.48,0.48,0.82,0.56,0.51,0.81,0.84,0.38,0.25,0.91
Graphic Designer,56924,14,High School,0.69,1.3,0.41,Medium,0.27,1.0,0.62,0.24,0.41,0.58,0.59,0.2,0.81,0.63
Graphic Designer,60495,3,Bachelor's,0.72,1.21,0.47,Medium,0.06,0.73,0.59,0.07,0.48,0.39,0.67,0.07,0.86,0.65
Research Scientist,122903,21,Master's,0.51,0.99,0.05,Low,0.42,0.91,0.7,0.4,0.68,0.41,0.76,0.38,0.8,0.66
Software Engineer,114397,19,Bachelor's,0.87,1.26,0.28,Medium,0.42,0.97,0.74,0.43,0.54,0.25,0.31,0.7,0.58,0.84
UX Researcher,95277,15,Bachelor's,0.56,1.22,0.21,Medium,0.05,0.72,0.71,0.44,0.55,0.68,0.34,0.57,0.87,0.67
AI Engineer,129313,11,Master's,1.0,1.5,0.22,Low,0.23,0.83,1.0,0.31,0.71,0.38,0.25,0.38,0.86,0.81
Truck Driver,55927,30,High School,0.23,0.72,0.82,High,0.93,0.38,0.46,0.73,0.19,0.14,0.63,0.26,0.07,0.55
Customer Support,42446,5,Bachelor's,0.67,0.99,0.77,High,0.66,0.51,0.25,0.72,0.37,0.68,0.32,0.7,0.17,0.8
Mechanic,53542,27,Master's,0.15,0.86,0.51,Medium,0.72,0.31,0.77,0.61,0.22,0.29,1.0,0.14,0.29,0.61
Truck Driver,51570,25,High School,0.28,0.6,0.68,High,0.73,0.29,0.44,0.64,0.2,0.13,0.74,0.59,0.06,0.33
AI Engineer,151355,3,Master's,0.7,1.29,0.34,Medium,0.21,0.88,1.0,0.37,0.69,0.24,0.27,0.53,0.82,0.64
Truck Driver,61119,21,High School,0.28,0.68,0.89,High,0.91,0.31,0.39,0.84,0.12,0.23,0.43,0.38,0.0,0.29
Marketing Manager,94770,26,High School,0.85,1.35,0.61,Medium,0.48,0.61,0.63,0.51,0.99,0.55,0.1,0.41,0.89,0.86
UX Researcher,90989,25,Master's,0.69,1.13,0.19,Low,0.09,0.94,0.73,0.33,0.47,0.79,0.29,0.47,0.84,0.6
Mechanic,55595,11,High School,0.2,0.99,0.61,Medium,0.51,0.44,0.83,0.6,0.35,0.48,0.98,0.1,0.22,0.63
UX Researcher,90575,7,Bachelor's,0.66,1.33,0.35,Medium,0.39,0.85,0.85,0.34,0.47,0.99,0.35,0.57,0.62,0.78
Nurse,73353,14,Bachelor's,0.39,1.02,0.17,Medium,0.36,0.47,0.6,0.27,0.47,0.91,0.76,0.53,0.47,0.79
Lawyer,103722,4,PhD,0.75,1.02,0.18,Low,0.08,0.58,1.0,0.39,0.95,0.75,0.02,0.71,0.53,0.91
Security Guard,41118,2,Master's,0.05,0.7,0.94,High,0.98,0.39,0.44,0.87,0.18,0.25,0.5,0.54,0.0,0.73
UX Researcher,110762,27,Bachelor's,0.58,1.22,0.27,Medium,0.3,0.66,0.94,0.27,0.52,0.91,0.29,0.69,0.71,0.53
Mechanic,49976,10,Bachelor's,0.18,1.05,0.61,Medium,0.57,0.48,0.61,0.47,0.32,0.25,0.93,0.17,0.35,0.56
Marketing Manager,106550,3,Bachelor's,0.61,1.39,0.48,Medium,0.43,0.68,0.78,0.5,0.68,0.79,0.06,0.36,1.0,0.81
Retail Worker,27417,15,Bachelor's,0.2,0.68,0.84,High,1.0,0.36,0.31,0.85,0.2,0.53,0.31,0.52,0.09,0.39
Security Guard,32871,25,Master's,0.1,0.65,0.91,High,0.84,0.29,0.49,0.76,0.14,0.44,0.42,0.43,0.04,0.58
Research Scientist,103156,23,PhD,0.54,1.34,0.22,Low,0.38,0.76,1.0,0.37,0.86,0.71,0.84,0.69,0.67,0.58
Graphic Designer,66362,26,Master's,0.67,1.02,0.46,Low,0.24,0.63,0.66,0.09,0.52,0.57,0.61,0.13,0.71,0.72
Teacher,62164,1,Bachelor's,0.42,1.1,0.15,Medium,0.43,0.56,0.67,0.46,0.73,0.98,0.36,0.53,0.65,0.8
Truck Driver,52541,25,High School,0.37,0.67,0.92,High,0.72,0.25,0.48,0.75,0.31,0.17,0.52,0.19,0.17,0.5
Nurse,83312,5,Bachelor's,0.38,1.23,0.05,Medium,0.56,0.47,0.64,0.39,0.52,0.9,0.83,0.55,0.45,0.67
HR Specialist,61683,24,Master's,0.54,0.98,0.55,Medium,0.43,0.54,0.64,0.54,0.6,0.71,0.25,0.7,0.38,0.67
Truck Driver,55416,0,High School,0.12,0.84,0.82,High,0.87,0.25,0.31,0.77,0.2,0.06,0.61,0.42,0.06,0.45
Customer Support,35675,27,Bachelor's,0.62,0.86,0.66,High,0.9,0.65,0.32,0.81,0.33,0.82,0.38,0.61,0.22,0.57
Research Scientist,109413,20,PhD,0.4,1.34,0.05,Low,0.32,0.99,0.95,0.14,0.65,0.48,0.73,0.68,0.99,0.58
Nurse,80950,11,Master's,0.29,0.94,0.09,Low,0.51,0.57,0.79,0.4,0.81,0.91,0.74,0.54,0.33,0.91
Construction Worker,49870,0,High School,0.15,0.75,0.87,High,0.74,0.45,0.49,0.69,0.14,0.31,0.82,0.13,0.21,0.74
Truck Driver,57255,20,High School,0.1,0.82,0.84,High,0.71,0.26,0.51,1.0,0.19,0.11,0.59,0.51,0.2,0.56
